player_id,avg_rating,rating_band,n_games,anomaly_votes,ensemble_confident,top_feature_1,z_score_1,explanation_1,confident_1,top_feature_2,z_score_2,explanation_2,confident_2,top_feature_3,z_score_3,explanation_3,confident_3,summary
Nassimou,1878.0,1800-2000,17,2,False,rating_volatility,1.03,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,rating_gain,0.95,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,underdog_win_rate,0.88,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,"Flagged primarily due to: rating volatility, rating gain. 2 of 3 voters agreed."
mcgullible,913.0,800-1000,20,3,True,avg_acpl_opening_band_z,-0.78,Opening ACPL is unusually low for their rating band — could reflect strong opening preparation rather than engine use; weaker signal than middlegame ACPL,False,opening_ply_ratio,-0.4,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,avg_turns,-0.37,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,Flagged by statistical model — top deviating features are not directly interpretable as cheating signals. Warrants human review.
BISHOP102938475,1361.0,1200-1400,23,2,False,comeback_rate,1.07,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,timeout_loss_rate,-0.86,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,acpl_consistency_band_z,-0.62,"Move quality is unusually consistent across games for their rating band — humans have good days and bad days; an engine plays at the same level every game regardless of tiredness, preparation, or time pressure. Suspiciously low game-to-game ACPL variance relative to peers at the same Elo.",True,"Flagged primarily due to: comeback rate, acpl consistency (band-normalised). 2 of 3 voters agreed."
aleks_kartman14,1481.0,1400-1600,15,2,False,rating_volatility,3.07,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,comeback_rate,2.76,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,avg_acpl_endgame_band_z,-0.92,Endgame ACPL is unusually low for their rating band — engines play endgames with near-perfect technique,True,"Flagged primarily due to: rating volatility, comeback rate. 2 of 3 voters agreed."
ttakut,1506.0,1400-1600,15,2,False,rating_gain,2.86,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,comeback_rate,2.76,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,rating_volatility,2.03,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,"Flagged primarily due to: rating gain, comeback rate. 2 of 3 voters agreed."
Flexohexo,1319.0,1200-1400,68,2,False,rating_volatility,2.03,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,avg_turns,-0.31,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,victory_efficiency,-0.29,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,Flagged primarily due to: rating volatility. 2 of 3 voters agreed.
Luis216,1084.0,1000-1200,25,2,False,performance_vs_actual,0.78,Empirical performance rating is significantly higher than their official Elo — they play measurably better than their registered rating suggests,True,avg_acpl_endgame_band_z,-0.77,Endgame ACPL is unusually low for their rating band — engines play endgames with near-perfect technique,True,rating_gain,0.56,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,"Flagged primarily due to: performance vs actual, avg acpl endgame (band-normalised). 2 of 3 voters agreed."
leonrades,1962.0,1800-2000,17,2,False,underdog_win_rate,2.51,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,win_rate_vs_expected,0.84,Consistently outperforms their Elo prediction — wins more games than the rating system expects given their opponents,True,timeout_loss_rate,-0.78,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,"Flagged primarily due to: underdog win rate, win rate vs expected. 2 of 3 voters agreed."
SV1977,2420.0,2200+,72,2,False,underdog_win_rate,2.62,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,victory_efficiency,2.33,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,avg_turns,2.14,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,Flagged primarily due to: underdog win rate. 2 of 3 voters agreed.
kra22,1839.0,1800-2000,26,2,False,avg_acpl_opening_band_z,-0.81,Opening ACPL is unusually low for their rating band — could reflect strong opening preparation rather than engine use; weaker signal than middlegame ACPL,False,timeout_loss_rate,-0.78,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,avg_acpl_endgame_band_z,-0.42,Endgame ACPL is unusually low for their rating band — engines play endgames with near-perfect technique,True,Flagged primarily due to: avg acpl endgame (band-normalised). 2 of 3 voters agreed.
skolem,2122.0,2000-2200,15,2,False,comeback_rate,1.17,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,victory_efficiency,-0.51,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,opening_ply_ratio,-0.5,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,Flagged primarily due to: comeback rate. 2 of 3 voters agreed.
AnnetGreb,1370.0,1200-1400,63,2,False,comeback_rate,2.68,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,best_move_rate_band_z,1.53,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,underdog_win_rate,1.5,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,"Flagged primarily due to: comeback rate, best move rate (band-normalised). 2 of 3 voters agreed."
zeno46,1784.0,1600-1800,73,2,False,best_move_rate_band_z,2.09,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,acpl_consistency_band_z,-1.14,"Move quality is unusually consistent across games for their rating band — humans have good days and bad days; an engine plays at the same level every game regardless of tiredness, preparation, or time pressure. Suspiciously low game-to-game ACPL variance relative to peers at the same Elo.",True,avg_acpl_endgame_band_z,-1.02,Endgame ACPL is unusually low for their rating band — engines play endgames with near-perfect technique,True,"Flagged primarily due to: best move rate (band-normalised), acpl consistency (band-normalised). 2 of 3 voters agreed."
Huntermind,2005.0,2000-2200,18,2,False,underdog_win_rate,2.45,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,timeout_loss_rate,-0.73,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,opening_ply_ratio,-0.57,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,Flagged primarily due to: underdog win rate. 2 of 3 voters agreed.
